Fecha,Libro,Autor,Género,Cantidad,Precio Unitario
2024/10/17,Crónicas de un viajero,James Crosby,No Ficción,8,12.57
2021/11/16,Bajo la luna roja,Michelle Green,Autoayuda,11,6.2
2024/11/05,Bajo la luna roja,William Lee,No Ficción,8,27.85
2023/04/04,El alquimista,Aaron Jackson,Terror,11,20.31
2023/11/10,La sombra del viento,John Gregory,Fantasía,11,25.92
2022/08/19,El último amanecer,Timothy Brown,Ficción,20,8.76
2022/11/21,Bajo la luna roja,Lucas Castro,No Ficción,6,19.16
2024/10/30,La teoría del todo,Sara Allen,Historia,10,18.11
2024/11/09,Las voces del pasado,Christopher Reid,Terror,11,40.93
2024/03/12,Mentes brillantes,Ashley Young MD,No Ficción,15,13.43
2021/06/17,La teoría del todo,Lori Robinson,Ficción,15,37.49
2023/12/29,El alquimista,Joseph Higgins,Terror,18,44.91
2024/06/09,Bajo la luna roja,April Collins,Ciencia,18,48.19
2024/11/30,Sombras en la ciudad,Jeffrey Juarez,Ficción,3,24.95
2023/11/08,La sombra del viento,Chelsey Flores,Historia,19,21.95
2025/01/06,La sombra del viento,Ryan Brown,Misterio,15,35.76
2023/05/27,El arte de la guerra,Kendra White,Historia,7,29.16
2023/11/14,La sombra del viento,Todd Sanders,Autoayuda,4,43.13
2023/05/31,El arte de la guerra,Sherry Hardy,Misterio,5,48.27
2022/10/14,Secretos ocultos,Laura Barnes,Historia,12,29.53
2025/01/06,El enigma de la cueva,Kenneth Cross,Fantasía,1,15.18
2024/09/12,El arte de la guerra,Randall Bond,Ciencia,7,47.3
2022/09/28,El misterio del tiempo,Dakota Best,Ciencia,16,5.11
2024/07/30,Bajo la luna roja,Louis Munoz,Romance,9,31.83
2023/05/18,Crónicas de un viajero,Sandra Yu,Terror,1,38.1
2022/05/10,El último amanecer,Heather Davis,Historia,17,10.71
2022/03/04,Sombras en la ciudad,Dennis Moore,Historia,14,40.11
2024/11/11,La teoría del todo,Maria Scott,Autoayuda,8,24.5
2022/11/04,El misterio del tiempo,Diane Martin,Historia,17,31.9
2023/11/20,Cien años de soledad,George Jones,Terror,15,31.05
2023/03/31,El misterio del tiempo,Theresa Morse,Romance,4,7.29
2024/07/28,Sombras en la ciudad,Bruce Ramirez,Romance,5,23.46
2024/11/06,La teoría del todo,Natalie Nicholson,Romance,12,42.47
2023/04/20,Crónicas de un viajero,Donald Odonnell,Historia,1,20.72
2022/02/09,Cien años de soledad,Joseph Myers,Misterio,3,37.24
2024/11/23,Bajo la luna roja,Kimberly Norman,Romance,19,28.97
2021/07/19,El último amanecer,Ryan Williams,Autoayuda,3,25.34
2023/08/01,Secretos ocultos,James Silva,Fantasía,7,6.23
2024/01/05,Crónicas de un viajero,Katherine Moore,Terror,9,24.53
2022/06/11,Destino incierto,Gregory Carroll,Misterio,15,43.8
2021/05/19,La sombra del viento,Natalie Rice,Autoayuda,16,21.1
2024/07/06,Crónicas de un viajero,Tony Hall,Historia,11,5.42
2023/01/20,El último amanecer,Renee Rogers,Fantasía,13,16.23
2024/12/17,El arte de la guerra,Mrs. Michelle Diaz,Historia,19,28.43
2024/06/23,El alquimista,Pamela Thomas DDS,Historia,14,29.44
2022/06/25,El arte de la guerra,Michael Wood,Ciencia,19,40.95
2024/08/03,Sombras en la ciudad,Christina Farrell,No Ficción,12,7.44
2024/07/12,El alquimista,Jennifer Johnson,Misterio,17,21.69
2022/12/03,Cien años de soledad,Gerald Lopez,Misterio,14,47.32
2021/10/21,Bajo la luna roja,Stephen Wright,Ficción,18,11.89
2022/06/24,La teoría del todo,Danielle Evans,Fantasía,12,14.54
2024/02/09,El alquimista,Shelby Harper,No Ficción,3,43.09
2025/02/28,El misterio del tiempo,Jeffrey Nelson,Ficción,3,26.45
2021/06/02,El último amanecer,Maria James,Misterio,15,48.24
2023/04/20,El alquimista,Heather Hernandez,Romance,4,33.84
2023/08/08,El último amanecer,Kyle Williams,Autoayuda,3,9.07
2022/12/09,Mentes brillantes,James Cunningham,Misterio,13,49.44
2024/01/11,Bajo la luna roja,Michael Green,Misterio,2,10.09
2021/05/23,Sombras en la ciudad,Terry Matthews,Fantasía,15,39.31
2022/03/03,Las voces del pasado,David Lawson,Historia,1,6.37
2023/02/10,El misterio del tiempo,Jordan Williams,No Ficción,19,41.71
2024/11/03,Las voces del pasado,Diane Johnson,Ciencia,1,25.71
2023/03/16,Las voces del pasado,Brandon Schwartz,Misterio,18,10.03
2021/10/01,Mentes brillantes,Jonathan Perez,Historia,6,14.08
2024/02/19,La teoría del todo,James Johnson,Ficción,4,25.02
2022/08/26,La teoría del todo,Sara Conrad,Ficción,20,8.57
2023/01/24,El misterio del tiempo,Alisha Harvey,Ficción,18,22.45
2022/03/25,El último amanecer,James Rojas,No Ficción,20,7.35
2024/06/03,La sombra del viento,Tracy Curry,Terror,8,24.4
2024/02/18,Secretos ocultos,Robert Roberson,Ciencia,12,6.81
2022/05/11,El último amanecer,Brian Daniels,Ciencia,17,44.4
2022/07/29,El arte de la guerra,Teresa Williams,Historia,20,27.9
2024/07/16,El misterio del tiempo,Dawn May,Autoayuda,16,8.4
2022/05/23,El enigma de la cueva,Teresa Riggs,Historia,3,11.45
2023/04/19,Las voces del pasado,Elizabeth Salazar,Fantasía,8,31.73
2025/01/22,La teoría del todo,Richard Edwards,Romance,20,36.23
2022/11/20,La sombra del viento,Elizabeth Adams,Ciencia,16,40.3
2022/07/14,Sombras en la ciudad,James Marshall,Fantasía,6,39.19
2023/01/12,El misterio del tiempo,Madeline Gregory,Historia,9,40.45
2021/12/24,Cien años de soledad,John Mitchell,Misterio,16,28.84
2021/04/20,El alquimista,Ashley Townsend,Terror,17,13.6
2022/03/28,Bajo la luna roja,Zachary Smith,Misterio,13,13.51
2022/07/03,Bajo la luna roja,Paul Newman,Ciencia,20,5.49
2023/05/04,Cien años de soledad,Amber Myers,Fantasía,20,7.31
2021/04/10,El arte de la guerra,Matthew Collins,Historia,9,35.4
2023/11/09,La teoría del todo,Eric Norris,Ciencia,14,17.06
2022/03/24,Las voces del pasado,Rebecca Valdez,Historia,10,19.79
2023/02/24,Destino incierto,Tonya Clark,Terror,1,28.62
2022/04/06,El alquimista,Thomas Griffith,Ciencia,16,41.25
2024/01/11,Sombras en la ciudad,Eric Thomas,Fantasía,13,27.86
2023/10/03,Las voces del pasado,Molly Burke,Fantasía,1,27.51
2024/11/08,Destino incierto,Jacqueline Tucker,No Ficción,3,12.09
2022/12/04,Crónicas de un viajero,Denise Watson,No Ficción,1,33.19
2022/10/03,El último amanecer,Paul Underwood,Fantasía,7,38.08
2022/09/29,Cien años de soledad,Justin Harris,Romance,3,44.01
2023/03/10,El último amanecer,David Vaughan,No Ficción,20,6.94
2024/01/23,El arte de la guerra,Linda Johnson,Autoayuda,6,23.36
2024/07/16,El arte de la guerra,Shannon Kim,Terror,15,37.43
2024/09/21,El último amanecer,Christine Rodriguez,No Ficción,16,12.82
2021/08/01,Destino incierto,William Vazquez,Ficción,15,40.97
2024/06/10,El misterio del tiempo,Tiffany Allen,No Ficción,3,47.97
2023/08/09,El misterio del tiempo,Christian Lewis,Misterio,3,11.51
2021/06/24,Bajo la luna roja,Amy Buckley,Fantasía,1,47.51
2022/03/25,La teoría del todo,George Novak,Historia,5,25.62
2021/09/27,El enigma de la cueva,Darrell Price,Fantasía,20,23.36
2024/12/17,Crónicas de un viajero,Martin Mckinney,No Ficción,8,5.09
2022/09/14,Sombras en la ciudad,Jennifer Church,Autoayuda,7,21.98
2025/01/30,Destino incierto,Danny Terrell,Autoayuda,19,15.44
2023/10/18,Cien años de soledad,Brandy Gonzalez,Romance,12,13.3
2023/10/14,Sombras en la ciudad,Samantha Williams,Autoayuda,18,32.12
2022/08/29,El enigma de la cueva,Ricky Ramirez,Autoayuda,13,17.04
2021/12/23,La teoría del todo,Autumn Ruiz,Historia,3,16.04
2023/10/13,El misterio del tiempo,Susan Becker,Ciencia,8,49.59
2024/11/01,Las voces del pasado,Dr. Kevin Rogers,Terror,6,49.7
2022/01/08,Crónicas de un viajero,Joshua Ellis,Autoayuda,8,45.92
2022/07/21,El enigma de la cueva,Robert Miranda,Ficción,16,43.43
2024/04/12,El último amanecer,Donna Smith,Historia,6,34.64
2024/09/25,El enigma de la cueva,Deborah Hawkins,Misterio,13,10.21
2024/01/11,Secretos ocultos,Kerri Williams,No Ficción,15,18.29
2022/04/18,La sombra del viento,Julia Long,Ficción,4,37.59
2023/08/18,El misterio del tiempo,Erika Garcia,Ficción,11,34.71
2021/12/12,Cien años de soledad,Amy Paul,Historia,18,10.53
2024/06/21,El último amanecer,Melissa Mckinney,Misterio,20,5.13
2023/11/22,La sombra del viento,Debra Mendez,Ciencia,1,44.92
2024/04/24,Las voces del pasado,Jamie Anderson,Historia,14,14.08
2023/02/28,La teoría del todo,Stephanie Taylor,Misterio,6,31.16
2024/10/18,La teoría del todo,Pamela Stone,Misterio,10,6.8
2023/10/16,Secretos ocultos,Brenda Cobb,Misterio,7,44.17
2022/04/30,Sombras en la ciudad,Patricia Morris,Autoayuda,19,34.84
2022/05/10,Crónicas de un viajero,Jamie Cummings MD,Ficción,7,30.8
2023/02/18,Crónicas de un viajero,Willie Mckenzie,Terror,17,10.91
2021/12/28,Destino incierto,Juan Ramos,Terror,18,36.77
2022/01/02,La sombra del viento,Micheal Schmidt,Romance,12,42.72
2024/08/29,El misterio del tiempo,Ashley Fuller,Autoayuda,13,25.11
2023/10/31,Mentes brillantes,Lisa Perry,Ciencia,14,6.21
2022/08/06,La sombra del viento,Nancy Rubio,Misterio,8,29.65
2021/07/27,El misterio del tiempo,Kevin Young,Fantasía,19,12.31
2023/09/03,El misterio del tiempo,George Nguyen,Fantasía,4,33.58
2024/07/27,El arte de la guerra,David Murphy,Romance,9,36.44
2021/05/12,Mentes brillantes,Kyle Dyer,Fantasía,19,10.63
2023/02/11,Crónicas de un viajero,Renee White,Terror,19,40.4
2021/06/03,La sombra del viento,Deborah Davis,No Ficción,12,41.12
2024/12/19,El arte de la guerra,Kathleen Benson,Autoayuda,12,25.3
2021/07/16,La teoría del todo,Michael Adams,Terror,8,5.67
2025/03/02,El misterio del tiempo,Penny Adams,No Ficción,9,8.71
2024/07/11,El misterio del tiempo,Thomas Jones,Ficción,16,46.83
2023/03/30,El alquimista,Nicole Davis,Misterio,16,29.92
2024/08/22,Cien años de soledad,Erica Miller,Romance,5,35.21
2024/05/08,Sombras en la ciudad,Anthony Juarez,Historia,15,30.18
2024/08/13,La sombra del viento,Sean Mccarty,Misterio,4,25.94
2024/07/12,Secretos ocultos,Dale Lawrence,No Ficción,1,35.88
2023/06/08,El alquimista,James Fuller,No Ficción,8,26.81
2021/08/01,El alquimista,Stephanie Miller,Ficción,4,16.24
2024/07/25,El misterio del tiempo,Allison Smith,Ciencia,1,20.56
2023/08/18,Mentes brillantes,Gabriella Murphy,No Ficción,16,20.32
2022/09/24,El alquimista,Michael Martinez,Romance,9,12.16
2024/12/29,Crónicas de un viajero,Alexander Mason,No Ficción,2,17.99
2022/05/13,El alquimista,Andrew Hubbard,Autoayuda,10,24.72
2023/11/16,Secretos ocultos,Danielle Santiago MD,No Ficción,5,13.92
2021/06/28,El arte de la guerra,Tyler Perez,Romance,9,21.08
2023/12/25,El arte de la guerra,Jesse Zuniga,Ciencia,4,33.07
2024/04/11,La sombra del viento,John Wells,Historia,9,16.85
2024/01/30,La teoría del todo,Joshua Brown,Terror,1,27.49
2024/12/17,El misterio del tiempo,Jeffrey Johnson,Misterio,20,25.17
2021/12/10,El arte de la guerra,Rebecca Peterson,Misterio,8,37.62
2024/01/07,El enigma de la cueva,David Brown,Ciencia,5,33.97
2023/05/21,El alquimista,Christopher Watson,Ciencia,12,35.84
2021/05/15,El último amanecer,Sean Andrews,No Ficción,18,39.1
2024/12/22,Mentes brillantes,Jason Collins,Historia,10,49.49
2022/04/05,El enigma de la cueva,Hannah Wilson MD,Terror,16,39.71
2024/11/10,Mentes brillantes,Pamela Webster,Misterio,16,35.97
2022/12/21,El último amanecer,Michelle Brown,Fantasía,13,41.98
2022/08/29,Sombras en la ciudad,Matthew Harrison,Misterio,18,45.53
2024/06/27,Secretos ocultos,Brian Terry,Autoayuda,3,6.44
2022/10/13,El último amanecer,Jeffrey Woodard,Autoayuda,3,41.46
2022/04/21,El enigma de la cueva,Yvonne Reynolds,Fantasía,4,18.26
2021/11/11,Las voces del pasado,Colleen Tucker,Autoayuda,9,10.98
2023/08/15,Destino incierto,Steven Cruz,Historia,7,30.81
2024/01/31,El enigma de la cueva,Katelyn Harrison,Historia,5,13.59
2022/09/28,El alquimista,Heather Matthews,Misterio,8,27.12
2024/05/08,Bajo la luna roja,Timothy Schroeder PhD,Terror,4,40.16
2022/06/12,La teoría del todo,Daniel Flores,Ficción,20,11.08
2022/10/20,La sombra del viento,Kara Smith,Ciencia,2,5.54
2022/07/04,La teoría del todo,Nicholas Walters,Historia,10,25.42
2021/04/09,El misterio del tiempo,Deborah Johnson,Ciencia,11,35.96
2025/03/06,Secretos ocultos,Anita Mccarthy,Misterio,5,24.02
2023/05/16,Destino incierto,Denise Mitchell,Autoayuda,6,42.13
2023/07/13,La teoría del todo,Aaron Owens,Romance,12,29.66
2024/11/26,La teoría del todo,Brad Young,No Ficción,8,43.58
2023/05/03,La sombra del viento,Laura Paul,Terror,12,42.93
2021/11/14,La sombra del viento,Jacob Crawford,No Ficción,19,16.87
2023/02/07,El misterio del tiempo,George Shaw,Autoayuda,9,44.3
2022/04/03,Destino incierto,Melissa Dean,Romance,14,32.06
2024/12/28,Sombras en la ciudad,Stacey Decker,No Ficción,20,12.57
2024/10/10,El enigma de la cueva,Andrew Mitchell,Fantasía,20,16.88
2022/08/04,El último amanecer,Billy Dyer,No Ficción,20,13.03
2021/07/25,El último amanecer,Lauren Holmes,Autoayuda,9,7.18
2022/10/03,Mentes brillantes,Jeffery Nunez,Romance,12,31.5
2024/07/13,Destino incierto,Brandon Garza,Ciencia,7,13.52
2024/05/27,Crónicas de un viajero,Megan Gray,Terror,12,14.47
2024/03/19,Cien años de soledad,Jeffrey Good,Historia,7,5.35
2024/07/21,La sombra del viento,Travis Murphy,Misterio,14,45.78
2023/04/12,Secretos ocultos,Rachel Owens DVM,Historia,20,11.19
2021/11/22,Bajo la luna roja,Whitney Blanchard,Ficción,17,42.5
2024/11/03,Sombras en la ciudad,William Griffin,No Ficción,10,30.93
2025/02/27,Bajo la luna roja,Ethan Deleon,Romance,18,12.37
2023/06/29,La sombra del viento,Denise Santos,Ciencia,10,16.49
2024/12/27,Crónicas de un viajero,Cole Nelson,Historia,5,6.64
2021/05/11,La sombra del viento,Kathleen Bentley,Fantasía,12,33.83
2021/06/22,La sombra del viento,Justin Flores,Fantasía,15,24.95
2022/06/18,Sombras en la ciudad,David Conway,Ciencia,15,11.71
2022/05/12,La teoría del todo,April Hansen,Misterio,10,23.72
2023/02/15,La sombra del viento,Michael Rivas,No Ficción,13,36.89
2022/06/07,Sombras en la ciudad,Manuel Willis,Ficción,9,8.97
2021/08/08,Bajo la luna roja,Stephanie Watson,Terror,17,49.38
2024/04/10,La teoría del todo,Susan Fuller,Romance,20,24.23
2021/08/01,Crónicas de un viajero,James Knight,Terror,20,22.84
2022/08/01,Las voces del pasado,Nicholas Robinson,No Ficción,10,19.21
2021/11/02,Las voces del pasado,Thomas Walker,Historia,20,42.96
2023/11/20,Crónicas de un viajero,Roy Johnson,Misterio,1,18.34
2021/09/19,El alquimista,Jacob Mcdonald,No Ficción,8,33.59
2022/08/03,La sombra del viento,Hannah Robinson,Ficción,10,11.99
2024/12/22,Bajo la luna roja,Scott Anderson,Autoayuda,16,40.89
2022/07/03,Cien años de soledad,James Warren,Misterio,1,45.78
2022/08/08,La teoría del todo,William Cox,Ficción,5,30.88
2021/06/22,El enigma de la cueva,Miranda Wolfe,Misterio,4,6.76
2024/09/28,El último amanecer,Sean Flores,Misterio,5,32.45
2022/10/19,La teoría del todo,Janice Mcclain,Terror,12,10.29
2024/01/01,Bajo la luna roja,Fred Love,Ciencia,5,18.18
2021/05/12,El alquimista,Steven Young,Ficción,4,39.47
2023/06/08,El enigma de la cueva,Eric Jackson,Historia,8,43.75
2021/06/29,Mentes brillantes,Marvin Davis,Terror,4,43.8
2024/09/17,El alquimista,Vincent Smith,Romance,14,16.05
2022/04/11,El enigma de la cueva,Michael Jordan,Romance,14,19.76
2022/03/01,Crónicas de un viajero,Mark Montgomery,Historia,18,13.47
2022/12/24,El alquimista,Todd Giles,Romance,13,47.97
2024/04/03,El alquimista,Danielle Mahoney DDS,Autoayuda,5,17.91
2022/03/09,Sombras en la ciudad,Jason Oneill,Terror,11,46.02
2024/08/17,Bajo la luna roja,Joseph Barnes,Terror,10,11.27
2022/04/15,La teoría del todo,Carl Smith,Ciencia,16,29.31
2022/08/20,El último amanecer,Tony Osborne,Fantasía,12,8.93
2024/12/02,Cien años de soledad,Anthony Mitchell,Historia,16,36.39
2023/07/03,Mentes brillantes,Carl Leblanc,Fantasía,2,11.93
2023/12/03,El último amanecer,Kendra Berry,Historia,4,36.75
2023/02/16,La teoría del todo,Sandra Tucker MD,Romance,20,28.68
2025/03/03,El último amanecer,Jeffrey Hardy,Autoayuda,11,34.43
2025/03/17,Bajo la luna roja,Jorge Collier,Romance,11,44.26
2023/03/17,El misterio del tiempo,Anna Garcia,Romance,19,33.84
2025/02/24,El último amanecer,Robert Stevens,Autoayuda,7,36.26
2021/10/08,El misterio del tiempo,Susan Arias,Historia,11,16.78
2021/07/27,El arte de la guerra,James Rocha,Autoayuda,1,27.7
2024/11/23,El alquimista,Jose Austin,Autoayuda,12,8.98
2024/04/23,Crónicas de un viajero,Lisa Wilson,Fantasía,13,41.7
2021/11/07,El alquimista,Stephen Keith,Ficción,12,13.03
2024/12/16,El misterio del tiempo,Carla Hughes,Ciencia,3,47.72
2022/02/08,La sombra del viento,Cheryl Sanchez,Ciencia,18,16.71
2024/12/19,La teoría del todo,Susan Gibson,Fantasía,10,42.89
2024/08/09,La teoría del todo,Andrea Mueller,Ciencia,10,20.6
2022/04/06,La sombra del viento,Robert Johnson,No Ficción,3,32.55
2021/12/27,La sombra del viento,Kathy Robinson,Terror,3,48.51
2023/10/17,Las voces del pasado,Zachary Luna,Terror,18,27.36
2023/11/14,Cien años de soledad,Paula Arnold,Fantasía,17,42.36
2021/12/03,Mentes brillantes,Chelsea Thomas,Fantasía,20,30.29
2024/03/02,Crónicas de un viajero,Jessica Jones,Ficción,14,35.25
2025/01/05,Crónicas de un viajero,Joseph Watson,Misterio,20,28.5
2024/02/20,Destino incierto,Valerie Sullivan,Terror,17,37.8
2024/09/10,El alquimista,Renee Yates,Historia,20,37.97
2022/08/12,Las voces del pasado,Christopher Carr,Ficción,1,9.84
2021/10/23,El misterio del tiempo,Lauren Higgins,Terror,15,49.81
2024/02/07,El último amanecer,Blake Shelton,Ciencia,15,28.68
2023/12/20,Crónicas de un viajero,Pamela Juarez,Terror,17,24.02
2022/01/01,El misterio del tiempo,Paige Davis PhD,Terror,20,41.25
2022/03/21,Sombras en la ciudad,Samantha Keller,Historia,9,16.39
2022/05/09,Destino incierto,Juan Vasquez,Historia,8,33.14
2024/05/12,Las voces del pasado,Michael Rogers,Ciencia,8,23.99
2025/02/25,La teoría del todo,Emily Baker,Misterio,7,23.54
2022/09/04,Crónicas de un viajero,Gerald Wright,Fantasía,16,38.44
2024/07/19,El enigma de la cueva,James Brown,Ficción,15,11.51
2023/08/14,Las voces del pasado,Jason Caldwell,Autoayuda,9,37.18
2022/07/30,El alquimista,Judy Castro,Terror,5,13.13
2021/06/11,El arte de la guerra,Daniel Stevens,Fantasía,2,12.08
2022/06/16,Cien años de soledad,Laura Chavez,No Ficción,14,19.99
2023/11/27,El alquimista,Alexandra Sanchez,Romance,19,38.71
2024/03/14,Destino incierto,Mrs. Becky King,Fantasía,19,34.07
2022/11/10,La sombra del viento,Wendy Jenkins,No Ficción,20,13.41
2023/06/16,El alquimista,Jessica Carney,Terror,10,9
2024/01/12,Crónicas de un viajero,Jennifer Ellis,Terror,2,35.11
2021/12/13,Mentes brillantes,Gilbert Lopez,Historia,15,46.17
2022/02/17,La sombra del viento,Karen Smith,Ficción,14,9.3
2021/12/13,El alquimista,Denise Davis,Romance,16,20.43
2022/08/21,La teoría del todo,Dakota Long,Romance,11,45.22
2021/07/02,Bajo la luna roja,Travis Palmer,No Ficción,18,22.6
2022/07/24,Sombras en la ciudad,Cynthia Jones,Ciencia,10,43.87
2021/12/12,Secretos ocultos,Joshua Wilkerson,Fantasía,19,43.58
2025/03/16,El arte de la guerra,Jason Shepherd,Ciencia,9,38.66
2023/06/10,El enigma de la cueva,James Kerr,Romance,15,18.14
2023/06/12,El enigma de la cueva,Pamela Scott,No Ficción,1,47.3
2022/10/24,Bajo la luna roja,Lori Forbes,Fantasía,1,18.7
2024/05/21,Destino incierto,Sarah Villanueva,No Ficción,3,47
2024/08/20,Mentes brillantes,Marcus Andersen,Historia,1,41.72
2022/12/12,La sombra del viento,Jacqueline Price DDS,Ciencia,3,11.61
2022/02/17,Crónicas de un viajero,John Jones,Ciencia,4,21.73
2025/03/11,Destino incierto,Dr. Crystal Small,Autoayuda,11,23.46
2021/07/04,La teoría del todo,Katelyn Nelson,Autoayuda,15,29.01
2024/01/03,El enigma de la cueva,Abigail Taylor,Ficción,2,34.25
2023/10/15,El misterio del tiempo,Shawn Nixon,Fantasía,14,6.33
2023/06/15,El alquimista,Danielle Day,Misterio,11,7.69
2022/10/26,Cien años de soledad,Nicole Martin,Terror,16,19.04
2023/09/24,Crónicas de un viajero,Thomas Smith,Autoayuda,13,11
2024/03/16,Las voces del pasado,Heather Zamora,Autoayuda,9,22.75
2023/06/14,El misterio del tiempo,Alison Santos,Ficción,4,39.68
2022/03/05,El misterio del tiempo,Amy Stephens,Misterio,20,25.73
2024/03/31,Secretos ocultos,Beth Mathis MD,Fantasía,2,32.34
2023/11/23,Las voces del pasado,Lindsay Turner,Ciencia,9,34.97
2024/10/12,Las voces del pasado,Anna Murray,Misterio,11,34.02
2023/09/01,El enigma de la cueva,Thomas Davis,Historia,7,17.17
2022/06/07,El último amanecer,Kelly Wilson,No Ficción,2,40.96
2023/02/05,Crónicas de un viajero,Kyle Rodriguez,Ficción,9,5.76
2022/01/04,El arte de la guerra,Rachel Chambers,Misterio,16,11.64
2024/10/17,Secretos ocultos,Courtney Johnson,Autoayuda,12,20.19
2022/03/05,El último amanecer,Peggy Ellis,Romance,18,38.97
2023/03/22,El alquimista,Marcia Schmidt,Romance,12,31.06
2024/07/29,El último amanecer,Bryan Taylor,Terror,12,19.28
2024/09/28,Mentes brillantes,Craig Wright,Ficción,10,19.59
2024/05/01,Las voces del pasado,Francisco Alexander,Autoayuda,18,17.47
2024/05/25,Crónicas de un viajero,Gina Zuniga,Fantasía,15,46.32
